time,speed,rpm,brake
92.613,0.758559272,0,0
92.625,0.754205423,0,0
92.637,0.757569761,0,0
92.649,0.75578864,0,0
92.662,0.756184445,0,0
92.674,0.756778152,0,0
92.686,0.754403325,0,0
92.698,0.75578864,0,0
92.711,0.751038987,0,0
92.723,0.755194934,0,0
92.735,0.753018009,0,0
92.748,0.751830596,0,0
92.76,0.749257867,0,0
92.772,0.7522264,0,0
92.785,0.753018009,0,0
92.797,0.74688304,0,0
92.809,0.749455769,0,0
92.822,0.749257867,0,0
92.834,0.754205423,0,0
92.846,0.750643182,0,0
92.858,0.738175341,0,0
92.871,0.739164853,0,0
92.883,0.759746685,0,0
92.895,0.734811003,0,0
92.908,0.745893529,0,0
92.92,0.74688304,0,0
92.932,0.741341777,0,0
92.945,0.747674649,0,0
92.957,0.739758559,0,0
92.969,0.741737582,0,0
92.982,0.744310311,0,0
92.994,0.737779537,0,0
93.006,0.741143875,0,0
93.019,0.739164853,0,0
93.03,0.739956462,0,0
93.043,0.736987928,0,0
93.055,0.739164853,0,0
93.067,0.738769048,0,0
93.08,0.736987928,0,0
93.092,0.736987928,0,0
93.104,0.735206808,0,0
93.117,0.734415199,0,0
93.13,0.736987928,0,0
93.141,0.729071839,0,0
93.154,0.734217297,0,0
93.166,0.731050861,0,0
93.179,0.730852959,0,0
93.19,0.730852959,0,0
93.203,0.726103305,0,0
93.215,0.730655056,0,0
93.228,0.729467643,0,0
93.24,0.728082327,0,0
93.252,0.726697012,0,0
93.264,0.728676034,0,0
93.277,0.728873936,0,0
93.289,0.724520087,0,0
93.301,0.7257075,0,0
93.313,0.724915892,0,0
93.326,0.722936869,0,0
93.339,0.723728478,0,0
93.35,0.721749456,0,0
93.362,0.721353651,0,0
93.375,0.719968336,0,0
93.387,0.719572531,0,0
93.399,0.720759945,0,0
93.412,0.719572531,0,0
93.424,0.719572531,0,0
93.437,0.718780922,0,0
93.448,0.718385118,0,0
93.461,0.719770433,0,0
93.473,0.717197704,0,0
93.485,0.716999802,0,0
93.497,0.709281615,0,0
93.51,0.71502078,0,0
93.522,0.721749456,0,0
93.534,0.70354245,0,0
93.546,0.710864833,0,0
93.559,0.712645953,0,0
93.571,0.710271126,0,0
93.583,0.711458539,0,0
93.596,0.708687908,0,0
93.608,0.710271126,0,0
93.62,0.708094201,0,0
93.632,0.704531961,0,0
93.644,0.708687908,0,0
93.657,0.70710469,0,0
93.669,0.703146646,0,0
93.682,0.705719375,0,0
93.694,0.706313081,0,0
93.706,0.700771819,0,0
93.718,0.702355037,0,0
93.731,0.70176133,0,0
93.744,0.701563428,0,0
93.755,0.699188601,0,0
93.767,0.698990699,0,0
93.78,0.702157134,0,0
93.792,0.697803285,0,0
93.804,0.698396992,0,0
93.816,0.699782308,0,0
93.829,0.696022165,0,0
93.841,0.700178112,0,0
93.853,0.696813774,0,0
93.865,0.694636849,0,0
93.878,0.697605383,0,0
93.89,0.695230556,0,0
93.902,0.69206412,0,0
93.914,0.694438947,0,0
93.926,0.692855729,0,0
93.939,0.691668316,0,0
93.952,0.689293489,0,0
93.963,0.690085098,0,0
93.976,0.692855729,0,0
93.99,0.688106076,0,0
94,0.691272511,0,0
94.013,0.692262023,0,0
94.026,0.68315852,0,0
94.038,0.686127053,0,0
94.05,0.689293489,0,0
94.062,0.681179497,0,0
94.074,0.685335444,0,0
94.086,0.683554324,0,0
94.099,0.679200475,0,0
94.111,0.68493964,0,0
94.123,0.679200475,0,0
94.135,0.679794182,0,0
94.148,0.679398377,0,0
94.16,0.676627746,0,0
94.173,0.6813774,0,0
94.184,0.675638235,0,0
94.196,0.677617257,0,0
94.209,0.677815159,0,0
94.221,0.673857115,0,0
94.233,0.676429844,0,0
94.245,0.676034039,0,0
94.258,0.673857115,0,0
94.27,0.67346131,0,0
94.282,0.673659212,0,0
94.295,0.670096972,0,0
94.307,0.673065506,0,0
94.319,0.669503265,0,0
94.333,0.671482288,0,0
94.344,0.668315852,0,0
94.356,0.668315852,0,0
94.369,0.671086483,0,0
94.381,0.668909559,0,0
94.393,0.66811795,0,0
94.405,0.669107461,0,0
94.418,0.666534732,0,0
94.43,0.667524243,0,0
94.442,0.667722145,0,0
94.454,0.664159905,0,0
94.467,0.664951514,0,0
94.479,0.66633683,0,0
94.491,0.663170394,0,0
94.503,0.661587176,0,0
94.515,0.663368296,0,0
94.528,0.660597665,0,0
94.54,0.658024936,0,0
94.552,0.659806056,0,0
94.565,0.659014447,0,0
94.577,0.65842074,0,0
94.589,0.658024936,0,0
94.601,0.658222838,0,0
94.614,0.658618642,0,0
94.627,0.654462695,0,0
94.639,0.658024936,0,0
94.651,0.656441718,0,0
94.663,0.652879478,0,0
94.675,0.652879478,0,0
94.688,0.652285771,0,0
94.7,0.654462695,0,0
94.712,0.65307738,0,0
94.724,0.641005343,0,0
94.737,0.650108846,0,0
94.749,0.65307738,0,0
94.761,0.641401148,0,0
94.773,0.641994855,0,0
94.785,0.643973877,0,0
94.797,0.647536117,0,0
94.81,0.642984366,0,0
94.823,0.640015832,0,0
94.834,0.643182268,0,0
94.847,0.644963388,0,0
94.859,0.641796952,0,0
94.871,0.63803681,0,0
94.883,0.638234712,0,0
94.896,0.640411637,0,0
94.908,0.636651494,0,0
94.921,0.635859885,0,0
94.933,0.636453592,0,0
94.945,0.633682961,0,0
94.957,0.633089254,0,0
94.97,0.631506036,0,0
94.982,0.633089254,0,0
94.994,0.633485058,0,0
95.006,0.630516525,0,0
95.019,0.630714427,0,0
95.031,0.631308134,0,0
95.043,0.62477736,0,0
95.055,0.628933307,0,0
95.068,0.630318623,0,0
95.08,0.626162676,0,0
95.092,0.625964773,0,0
95.104,0.626756382,0,0
95.117,0.627350089,0,0
95.129,0.623392044,0,0
95.141,0.625173164,0,0
95.153,0.622402533,0,0
95.166,0.618444488,0,0
95.178,0.621808826,0,0
95.191,0.618840293,0,0
95.204,0.618444488,0,0
95.215,0.619631902,0,0
95.228,0.615673857,0,0
95.24,0.617059173,0,0
95.252,0.611913715,0,0
95.264,0.615871759,0,0
95.277,0.616663368,0,0
95.289,0.60973679,0,0
95.302,0.61151791,0,0
95.313,0.611122106,0,0
95.326,0.611715812,0,0
95.338,0.610132594,0,0
95.35,0.603601821,0,0
95.362,0.610132594,0,0
95.375,0.605778745,0,0
95.387,0.603601821,0,0
95.399,0.603008114,0,0
95.411,0.602018603,0,0
95.424,0.602018603,0,0
95.436,0.601424896,0,0
95.448,0.598852167,0,0
95.46,0.60003958,0,0
95.473,0.602018603,0,0
95.485,0.599445874,0,0
95.497,0.597664754,0,0
95.51,0.598060558,0,0
95.522,0.592519295,0,0
95.535,0.591925589,0,0
95.547,0.597071047,0,0
95.559,0.595092025,0,0
95.572,0.59113398,0,0
95.584,0.592321393,0,0
95.596,0.591529784,0,0
95.608,0.589946566,0,0
95.621,0.588561251,0,0
95.633,0.588561251,0,0
95.645,0.587175935,0,0
95.657,0.589154957,0,0
95.67,0.587175935,0,0
95.682,0.586780131,0,0
95.694,0.586186424,0,0
95.706,0.585196913,0,0
95.719,0.583415793,0,0
95.731,0.583415793,0,0
95.743,0.58321789,0,0
95.756,0.580447259,0,0
95.769,0.579853552,0,0
95.78,0.581634672,0,0
95.793,0.579259846,0,0
95.805,0.575697605,0,0
95.817,0.577280823,0,0
95.83,0.575103899,0,0
95.842,0.573916485,0,0
95.855,0.57431229,0,0
95.867,0.572729072,0,0
95.879,0.570947952,0,0
95.891,0.572926974,0,0
95.903,0.572333267,0,0
95.916,0.570354245,0,0
95.928,0.568573125,0,0
95.94,0.568573125,0,0
95.953,0.566989907,0,0
95.965,0.562240253,0,0
95.977,0.563823471,0,0
95.989,0.563031862,0,0
96.001,0.562240253,0,0
96.014,0.561448644,0,0
96.026,0.560854938,0,0
96.038,0.557886404,0,0
96.051,0.5574906,0,0
96.063,0.557688502,0,0
96.076,0.55570948,0,0
96.087,0.554917871,0,0
96.1,0.552543044,0,0
96.112,0.552345142,0,0
96.124,0.553730457,0,0
96.137,0.554126262,0,0
96.149,0.550564021,0,0
96.161,0.547595488,0,0
96.174,0.551157728,0,0
96.186,0.549376608,0,0
96.198,0.54779339,0,0
96.21,0.548782901,0,0
96.222,0.547001781,0,0
96.235,0.544824857,0,0
96.247,0.546605977,0,0
96.26,0.546803879,0,0
96.271,0.544626954,0,0
96.284,0.542252127,0,0
96.296,0.543835345,0,0
96.308,0.543439541,0,0
96.32,0.542054225,0,0
96.333,0.540471007,0,0
96.345,0.542647932,0,0
96.357,0.542252127,0,0
96.37,0.541262616,0,0
96.382,0.542647932,0,0
96.394,0.542054225,0,0
96.406,0.539283594,0,0
96.419,0.540075203,0,0
96.431,0.545814368,0,0
96.444,0.545616465,0,0
96.457,0.543835345,0,0
96.468,0.525826242,0,0
96.48,0.526222046,0,0
96.493,0.53631506,0,0
96.505,0.545418563,0,0
96.517,0.539085692,0,0
96.529,0.525232535,0,0
96.542,0.530180091,0,0
96.554,0.536710865,0,0
96.566,0.539283594,0,0
96.579,0.533148625,0,0
96.59,0.532554918,0,0
96.603,0.535325549,0,0
96.615,0.536512963,0,0
96.627,0.507025529,0,0
96.639,0.526419949,0,0
96.652,0.547001781,0,0
96.664,0.564812982,0,0
96.676,0.5574906,0,0
96.689,0.51593113,0,0
96.701,0.519097566,0,0
96.713,0.536117158,0,0
96.726,0.546803879,0,0
96.738,0.532357016,0,0
96.75,0.518108055,0,0
96.762,0.52919058,0,0
96.775,0.53453394,0,0
96.787,0.528596873,0,0
96.799,0.522857708,0,0
96.811,0.525430437,0,0
96.824,0.531763309,0,0
96.836,0.529388482,0,0
96.848,0.524045122,0,0
96.86,0.526617851,0,0
96.872,0.5309717,0,0
96.884,0.529982189,0,0
96.896,0.528201069,0,0
96.908,0.529982189,0,0
96.92,0.531169602,0,0
96.932,0.5309717,0,0
96.944,0.528794775,0,0
96.956,0.528398971,0,0
96.969,0.531961211,0,0
96.981,0.531169602,0,0
96.994,0.529586384,0,0
97.005,0.525826242,0,0
97.017,0.521670295,0,0
97.029,0.518701761,0,0
97.042,0.519097566,0,0
97.053,0.528992678,0,0
97.066,0.531169602,0,0
97.077,0.519691273,0,0
97.089,0.507223432,0,0
97.101,0.519889175,0,0
97.113,0.529982189,0,0
97.126,0.526024144,0,0
97.138,0.51593113,0,0
97.149,0.515139521,0,0
97.162,0.524243024,0,0
97.174,0.526024144,0,0
97.186,0.521670295,0,0
97.198,0.518899664,0,0
97.21,0.520878686,0,0
97.222,0.522659806,0,0
97.234,0.520482881,0,0
97.246,0.51949337,0,0
97.258,0.520284979,0,0
97.271,0.518701761,0,0
97.282,0.519691273,0,0
97.294,0.519691273,0,0
97.306,0.514545814,0,0
97.318,0.517118543,0,0
97.33,0.522264002,0,0
97.342,0.51949337,0,0
97.355,0.519295468,0,0
97.366,0.516920641,0,0
97.378,0.519691273,0,0
97.39,0.520878686,0,0
97.403,0.520087077,0,0
97.415,0.519097566,0,0
97.427,0.519889175,0,0
97.439,0.519097566,0,0
97.451,0.519097566,0,0
97.463,0.514941619,0,0
97.475,0.516326934,0,0
97.487,0.519691273,0,0
97.499,0.520482881,0,0
97.511,0.517118543,0,0
97.523,0.517514348,0,0
97.536,0.517910152,0,0
97.547,0.517118543,0,0
97.56,0.513160499,0,0
97.572,0.511577281,0,0
97.584,0.516129032,0,0
97.596,0.514347912,0,0
97.608,0.510983574,0,0
97.62,0.512764694,0,0
97.632,0.512962596,0,0
97.644,0.511973085,0,0
97.656,0.511973085,0,0
97.668,0.513754205,0,0
97.68,0.512566792,0,0
97.692,0.51236889,0,0
97.704,0.512764694,0,0
97.716,0.511577281,0,0
97.728,0.51058777,0,0
97.741,0.511973085,0,0
97.753,0.512566792,0,0
97.765,0.508410845,0,0
97.777,0.508410845,0,0
97.789,0.51058777,0,0
97.801,0.512170988,0,0
97.813,0.509796161,0,0
97.825,0.507619236,0,0
97.837,0.508410845,0,0
97.849,0.510191965,0,0
97.862,0.507223432,0,0
97.873,0.506431823,0,0
97.885,0.506827627,0,0
97.897,0.507223432,0,0
97.909,0.505442311,0,0
97.921,0.505244409,0,0
97.934,0.50880665,0,0
97.946,0.509202454,0,0
97.958,0.50880665,0,0
97.969,0.507223432,0,0
97.982,0.506431823,0,0
97.994,0.507025529,0,0
98.006,0.509202454,0,0
98.018,0.512170988,0,0
98.03,0.511181476,0,0
98.042,0.51058777,0,0
98.054,0.510389867,0,0
98.066,0.513556303,0,0
98.078,0.511775183,0,0
98.09,0.510389867,0,0
98.102,0.51058777,0,0
98.114,0.513556303,0.143561644,0
98.127,0.511379379,0.143561644,0
98.138,0.51058777,0.185753425,0
98.15,0.513952108,0.185753425,0
98.162,0.516524837,0.204383562,0
98.176,0.512962596,0.204383562,0
98.186,0.510389867,0.244657534,0
98.198,0.513358401,0.244657534,0
98.211,0.515535326,0.272876712,0
98.223,0.514743717,0.272876712,0
98.235,0.514347912,0.283287671,0
98.247,0.516129032,0.283287671,0
98.258,0.51415001,0.290136986,0
98.271,0.511577281,0.290136986,0
98.283,0.516524837,0.303561644,0
98.295,0.516920641,0.303561644,0
98.307,0.513754205,0.315890411,0
98.319,0.513556303,0.315890411,0
98.331,0.517910152,0.320821918,0
98.343,0.516129032,0.320821918,0
98.355,0.516524837,0.33369863,0
98.368,0.516920641,0.33369863,0
98.379,0.515733228,0.341643836,0
98.391,0.516129032,0.341643836,0
98.403,0.520482881,0.346849315,0
98.416,0.522066099,0.346849315,0
98.427,0.519295468,0.346849315,0
98.439,0.51771225,0.346849315,0
98.451,0.517910152,0.345479452,0
98.464,0.51771225,0.345479452,0
98.477,0.519097566,0.342465753,0
98.488,0.523253513,0.342465753,0
98.5,0.51949337,0.341643836,0
98.512,0.517316446,0.341643836,0
98.524,0.521076588,0.341917808,0
98.536,0.527211557,0.341917808,0
98.548,0.524638828,0.339178082,0
98.56,0.521472393,0.339178082,0
98.572,0.522659806,0.342465753,0
98.584,0.524638828,0.342465753,0
98.596,0.525826242,0.353150685,0
98.608,0.527211557,0.360273973,0
98.621,0.524045122,0.360273973,0
98.632,0.52740946,0.365205479,0
98.644,0.527805264,0.365205479,0
98.656,0.526815753,0.384383562,0
98.668,0.526617851,0.384383562,0
98.68,0.529586384,0.400273973,0
98.692,0.530180091,0.400273973,0
98.705,0.530377993,0.415616438,0
98.717,0.531763309,0.415616438,0
98.729,0.534138136,0.433150685,0
98.741,0.534336038,0.433150685,0
98.753,0.534731842,0.44739726,0
98.765,0.535919256,0.44739726,0
98.777,0.535919256,0.460821918,0
98.789,0.537502474,0.460821918,0
98.801,0.53809618,0.479726027,0
98.813,0.535919256,0.479726027,0
98.825,0.538689887,0.490684932,0
98.837,0.538491985,0.490684932,0
98.849,0.539481496,0.501917808,0
98.862,0.539085692,0.501917808,0
98.873,0.535919256,0.515068493,0
98.885,0.541064714,0.515068493,0
98.897,0.539085692,0.533150685,0
98.91,0.539877301,0.533150685,0
98.921,0.54066891,0.545479452,0
98.933,0.538689887,0.545479452,0
98.946,0.540866812,0.554794521,0
98.958,0.541064714,0.554794521,0
98.971,0.54245003,0.570136986,0
98.982,0.541262616,0.570136986,0
98.994,0.544429052,0.581917808,0
99.006,0.545022759,0.581917808,0
99.018,0.541460519,0.589315068,0
99.03,0.541856323,0.589315068,0
99.042,0.546408074,0.6,0
99.054,0.545220661,0.6,0
99.066,0.543241639,0.61369863,0
99.078,0.546408074,0.61369863,0
99.09,0.548189195,0.623013699,0
99.103,0.547199683,0.623013699,0
99.114,0.545022759,0.636712329,0
99.126,0.544033248,0.636712329,0
99.139,0.547397586,0.645205479,0
99.15,0.550168217,0.653424658,0
99.163,0.548387097,0.653424658,0
99.174,0.54779339,0.666027397,0
99.187,0.549376608,0.666027397,0
99.199,0.551553533,0.672054795,0
99.211,0.552345142,0.672054795,0
99.223,0.552938848,0.679178082,0
99.235,0.552543044,0.679178082,0
99.247,0.551553533,0.68739726,0
99.259,0.554324164,0.68739726,0
99.271,0.554917871,0.694794521,0
99.283,0.555511577,0.694794521,0
99.295,0.5574906,0.705753425,0
99.307,0.557094795,0.705753425,0
99.319,0.555907382,0.707945205,0
99.331,0.557094795,0.707945205,0
99.343,0.559073818,0.71369863,0
99.355,0.559667524,0.71369863,0
99.367,0.556896893,0.718082192,0
99.379,0.556698991,0.718082192,0
99.392,0.56105284,0.720821918,0
99.403,0.560261231,0.720821918,0
99.415,0.56283396,0.724931507,0
99.428,0.559667524,0.724931507,0
99.44,0.560854938,0.727945205,0
99.452,0.564417178,0.727945205,0
99.464,0.563229764,0.726849315,0
99.476,0.563229764,0.726849315,0
99.488,0.564021373,0.726849315,0
99.5,0.566000396,0.726849315,0
99.512,0.565406689,0.729315068,0
99.524,0.566594103,0.729315068,0
99.536,0.568375223,0.728767123,0
99.548,0.567583614,0.728767123,0
99.56,0.566594103,0.728493151,0
99.572,0.568968929,0.728493151,0
99.584,0.567979418,0.728493151,0
99.596,0.569562636,0.728493151,0
99.609,0.568573125,0.727945205,0
99.62,0.572135365,0.727945205,0
99.632,0.571541658,0.729589041,0
99.644,0.570552147,0.729589041,0
99.658,0.571739561,0.731232877,0
99.67,0.572729072,0.731780822,0
99.682,0.572729072,0.731780822,0
99.693,0.574510192,0.730410959,0
99.705,0.57431229,0.730410959,0
99.718,0.575499703,0.731780822,0
99.73,0.576687117,0.731780822,0
99.741,0.576489214,0.73260274,0
99.753,0.577478726,0.73260274,0
99.765,0.579259846,0.73369863,0
99.777,0.581634672,0.73369863,0
99.789,0.577676628,0.73260274,0
99.801,0.579061943,0.73260274,0
99.813,0.58143677,0.730136986,0
99.825,0.582030477,0.730136986,0
99.837,0.578270334,0.730410959,0
99.849,0.581238868,0.730410959,0
99.862,0.584009499,0.731780822,0
99.874,0.580843064,0.731780822,0
99.886,0.582624184,0.731232877,0
99.898,0.584603206,0.731232877,0
99.91,0.582030477,0.730958904,0
99.922,0.585394815,0.730958904,0
99.934,0.585394815,0.732054795,0
99.946,0.58499901,0.732054795,0
99.959,0.585196913,0.732054795,0
99.97,0.588759153,0.732054795,0
99.983,0.587373837,0.732876712,0
99.994,0.587769642,0.732876712,0
100.006,0.590738175,0.734246575,0
100.018,0.58935286,0.734246575,0
100.03,0.588957055,0.734520548,0
100.042,0.591727687,0.734520548,0
100.054,0.592519295,0.735068493,0
100.066,0.589154957,0.735068493,0
100.078,0.592123491,0.736712329,0
100.09,0.591925589,0.736712329,0
100.103,0.591331882,0.735342466,0
100.115,0.5929151,0.735342466,0
100.127,0.593904611,0.737534247,0
100.139,0.593508807,0.737534247,0
100.152,0.595092025,0.736986301,0
100.164,0.59647734,0.737534247,0
100.176,0.595487829,0.737534247,0
100.187,0.596279438,0.736986301,0
100.199,0.598456363,0.736986301,0
100.211,0.598456363,0.736164384,0
100.223,0.600237483,0.736164384,0
100.235,0.599841678,0.737808219,0
100.248,0.60003958,0.737808219,0
100.259,0.599247972,0.736712329,0
100.271,0.60003958,0.736712329,0
100.283,0.601029092,0.736986301,0
100.296,0.600435385,0.736986301,0
100.308,0.601029092,0.736712329,0
100.32,0.601029092,0.736712329,0
100.332,0.601226994,0.735890411,0
100.344,0.602216505,0.735890411,0
100.356,0.603008114,0.739178082,0
100.369,0.603206016,0.739178082,0
100.38,0.604987136,0.737534247,0
100.392,0.605778745,0.737534247,0
100.404,0.604591332,0.735890411,0
100.416,0.605382941,0.735890411,0
100.428,0.606372452,0.736712329,0
100.44,0.60617455,0.736712329,0
100.453,0.60973679,0.738356164,0
100.464,0.608945181,0.738356164,0
100.477,0.607757768,0.737808219,0
100.488,0.610132594,0.737808219,0
100.5,0.60973679,0.736164384,0
100.512,0.608549377,0.736164384,0
100.524,0.607559865,0.735890411,0
100.537,0.610528399,0.735890411,0
100.549,0.612111617,0.73369863,0
100.561,0.610132594,0.73369863,0
100.573,0.610528399,0.735068493,0
100.585,0.61151791,0.735068493,0
100.597,0.613496933,0.733424658,0
100.609,0.614882248,0.733424658,0
100.621,0.613496933,0.729589041,0
100.633,0.614090639,0.729589041,0
100.646,0.616465466,0.727945205,0
100.657,0.616069662,0.727945205,0
100.67,0.617454977,0.72630137,0
100.681,0.618642391,0.72630137,0
100.694,0.618246586,0.728767123,0
100.705,0.619038195,0.727671233,0
100.717,0.621017217,0.727671233,0
100.729,0.621017217,0.72630137,0
100.741,0.618246586,0.72630137,0
100.753,0.62121512,0.726027397,0
100.766,0.621413022,0.726027397,0
100.778,0.621808826,0.727123288,0
100.79,0.622006729,0.727123288,0
100.802,0.622006729,0.731232877,0
100.814,0.624183653,0.731232877,0
100.826,0.626756382,0.730136986,0
100.838,0.625568969,0.730136986,0
100.85,0.627152187,0.731780822,0
100.862,0.629724916,0.731780822,0
100.874,0.627943796,0.731780822,0
100.887,0.6283396,0.731780822,0
100.898,0.632099743,0.732054795,0
100.91,0.631110232,0.732054795,0
100.922,0.627547991,0.734520548,0
100.934,0.632099743,0.734520548,0
100.947,0.633485058,0.733424658,0
100.958,0.629527014,0.733424658,0
100.97,0.632297645,0.735068493,0
100.982,0.633682961,0.735068493,0
100.995,0.633485058,0.734246575,0
101.007,0.633485058,0.734246575,0
101.019,0.634672472,0.731780822,0
101.031,0.636057787,0.731780822,0
101.043,0.635859885,0.73369863,0
101.055,0.637047299,0.73369863,0
101.067,0.637641005,0.73260274,0
101.079,0.639422125,0.73260274,0
101.091,0.639224223,0.731232877,0
101.103,0.640609539,0.731232877,0
101.115,0.641401148,0.731232877,0
101.127,0.640213734,0.731232877,0
101.139,0.642786463,0.730136986,0
101.151,0.643182268,0.730136986,0
101.164,0.642390659,0.730136986,0
101.175,0.642390659,0.730136986,0
101.189,0.643973877,0.729315068,0
101.199,0.643775975,0.729315068,0
101.212,0.644963388,0.731232877,0
101.223,0.645359193,0.729315068,0
101.235,0.646150802,0.729315068,0
101.247,0.64951514,0.731232877,0
101.26,0.650702553,0.731232877,0
101.272,0.647338215,0.729589041,0
101.284,0.650306748,0.729589041,0
101.296,0.652483673,0.729589041,0
101.308,0.651692064,0.729589041,0
101.32,0.65307738,0.730136986,0
101.332,0.652681575,0.730136986,0
101.344,0.652879478,0.730958904,0
101.356,0.654264793,0.730958904,0
101.368,0.6548585,0.731232877,0
101.38,0.653868989,0.731232877,0
101.392,0.657431229,0.731232877,0
101.404,0.654660598,0.731232877,0
101.417,0.656837522,0.73260274,0
101.429,0.656243816,0.73260274,0
101.44,0.657629131,0.732054795,0
101.452,0.659608154,0.732054795,0
101.465,0.660597665,0.73260274,0
101.477,0.659410251,0.73260274,0
101.489,0.661785078,0.735342466,0
101.501,0.662576687,0.735342466,0
101.513,0.662378785,0.733424658,0
101.525,0.664753612,0.733424658,0
101.537,0.662774589,0.735068493,0
101.549,0.663368296,0.735068493,0
101.561,0.665545221,0.734246575,0
101.574,0.665545221,0.734246575,0
101.585,0.663170394,0.735342466,0
101.597,0.670294874,0.735342466,0
101.609,0.667128439,0.737808219,0
101.621,0.669107461,0.737808219,0
101.633,0.668909559,0.737808219,0
101.646,0.667722145,0.737808219,0
101.658,0.671482288,0.736986301,0
101.67,0.669305363,0.736986301,0
101.681,0.66989907,0.737808219,0
101.694,0.672867603,0.737808219,0
101.706,0.672273897,0.739178082,0
101.718,0.67524243,0.739178082,0
101.73,0.675044528,0.74109589,0
101.742,0.673263408,0.740821918,0
101.754,0.674648724,0.740821918,0
101.766,0.676034039,0.740821918,0
101.778,0.674055017,0.740821918,0
101.791,0.67702355,0.74,0
101.802,0.676429844,0.74,0
101.814,0.67524243,0.740273973,0
101.826,0.67702355,0.740273973,0
101.838,0.677617257,0.741643836,0
101.85,0.679002573,0.741643836,0
101.862,0.681179497,0.740273973,0
101.874,0.679794182,0.740273973,0
101.886,0.680387888,0.74109589,0
101.899,0.682762715,0.74109589,0
101.91,0.681575302,0.740273973,0
101.922,0.68493964,0.740273973,0
101.935,0.68315852,0.740273973,0
101.947,0.682762715,0.740273973,0
101.959,0.685929151,0.740273973,0
101.971,0.686918662,0.740273973,0
101.983,0.682762715,0.740821918,0
101.995,0.686522858,0.740821918,0
102.007,0.685929151,0.74109589,0
102.019,0.687908173,0.74109589,0
102.031,0.687512369,0.739452055,0
102.043,0.688106076,0.739452055,0
102.056,0.689095587,0.740821918,0
102.067,0.690480902,0.740821918,0
102.079,0.690085098,0.740273973,0
102.091,0.691866218,0.740273973,0
102.103,0.691074609,0.74,0
102.115,0.694043143,0.74,0
102.127,0.693647338,0.74109589,0
102.139,0.692855729,0.74109589,0
102.151,0.695824263,0.742739726,0
102.163,0.695230556,0.742739726,0
102.176,0.692262023,0.74109589,0
102.188,0.697407481,0.74109589,0
102.2,0.69641797,0.742739726,0
102.212,0.696615872,0.742739726,0
102.224,0.697803285,0.743287671,0
102.236,0.697803285,0.743287671,0
102.248,0.699782308,0.744109589,0
102.26,0.700573916,0.744657534,0
102.272,0.700178112,0.744657534,0
102.285,0.70176133,0.744109589,0
102.296,0.703344548,0.744109589,0
102.308,0.702552939,0.744931507,0
102.32,0.701959232,0.744931507,0
102.332,0.703740352,0.746575342,0
102.345,0.702552939,0.746575342,0
102.356,0.706115179,0.745753425,0
102.368,0.703938255,0.745753425,0
102.38,0.705125668,0.745753425,0
102.392,0.706115179,0.745753425,0
102.404,0.705125668,0.747123288,0
102.417,0.705521472,0.747123288,0
102.429,0.70710469,0.745753425,0
102.441,0.708687908,0.745753425,0
102.453,0.708094201,0.74739726,0
102.465,0.708292104,0.74739726,0
102.477,0.710469028,0.747123288,0
102.49,0.710666931,0.747123288,0
102.501,0.711854344,0.745753425,0
102.513,0.712052246,0.745753425,0
102.525,0.711458539,0.746575342,0
102.537,0.713041757,0.746575342,0
102.549,0.714624975,0.74739726,0
102.561,0.710864833,0.74739726,0
102.573,0.714822877,0.747945205,0
102.585,0.714822877,0.747945205,0
102.597,0.715416584,0.747945205,0
102.609,0.715614486,0.747945205,0
102.621,0.716208193,0.747945205,0
102.633,0.718187216,0.747945205,0
102.645,0.717593509,0.748767123,0
102.658,0.719770433,0.748767123,0
102.67,0.72036414,0.748219178,0
102.682,0.718385118,0.748219178,0
102.694,0.723530576,0.748219178,0
102.706,0.720957847,0.748219178,0
102.718,0.720562042,0.748219178,0
102.73,0.723332674,0.748219178,0
102.742,0.723332674,0.750136986,0
102.754,0.722738967,0.750136986,0
102.766,0.724322185,0.749589041,0
102.778,0.724717989,0.749589041,0
102.79,0.723530576,0.750410959,0
102.802,0.724322185,0.750410959,0
102.814,0.726697012,0.750410959,0
102.826,0.728478132,0.750958904,0
102.838,0.727686523,0.750958904,0
102.851,0.729467643,0.75260274,0
102.863,0.729071839,0.75260274,0
102.875,0.729863447,0.750410959,0
102.887,0.732634079,0.750410959,0
102.899,0.729665545,0.753150685,0
102.911,0.731644568,0.753150685,0
102.924,0.732238274,0.751232877,0
102.935,0.729665545,0.751232877,0
102.947,0.735602612,0.750410959,0
102.959,0.732040372,0.750410959,0
102.971,0.73362359,0.75260274,0
102.983,0.732634079,0.75260274,0
102.995,0.734019394,0.751780822,0
103.007,0.737977439,0.751780822,0
103.019,0.735206808,0.751780822,0
103.031,0.736790026,0.751780822,0
103.043,0.737779537,0.753424658,0
103.055,0.736790026,0.753424658,0
103.067,0.742331288,0.752054795,0
103.079,0.738571146,0.752054795,0
103.092,0.738175341,0.750136986,0
103.104,0.741737582,0.750136986,0
103.116,0.73896695,0.751780822,0
103.128,0.741143875,0.751780822,0
103.141,0.741539679,0.750410959,0
103.152,0.742133386,0.750410959,0
103.164,0.742727093,0.749589041,0
103.176,0.741935484,0.749589041,0
103.188,0.745695626,0.751780822,0
103.2,0.743716604,0.751780822,0
103.212,0.746685138,0.750136986,0
103.224,0.746685138,0.750136986,0
103.236,0.746091431,0.74739726,0
103.248,0.749653671,0.74739726,0
