time,speed,rpm,brake
51.196,0.014248961,0,0
51.207,0.016425886,0,0
51.219,0.016425886,0,0
51.231,0.016623788,0,0
51.244,0.021571344,0,0
51.256,0.024341975,0,0
51.268,0.02473778,0,0
51.28,0.024935682,0,0
51.292,0.030674847,0,0
51.304,0.031466456,0,0
51.316,0.031664358,0,0
51.328,0.034039185,0,0
51.34,0.03720562,0,0
51.352,0.037799327,0,0
51.364,0.041163665,0,0
51.376,0.041361567,0,0
51.388,0.041757372,0,0
51.4,0.046111221,0,0
51.412,0.046507026,0,0
51.425,0.05046507,0,0
51.436,0.050860875,0,0
51.448,0.050662972,0,0
51.46,0.053433604,0,0
51.473,0.054225213,0,0
51.485,0.056797942,0,0
51.497,0.057985355,0,0
51.508,0.060558084,0,0
51.521,0.063922422,0,0
51.533,0.064516129,0,0
51.545,0.06728676,0,0
51.557,0.067682565,0,0
51.569,0.070057392,0,0
51.581,0.07342173,0,0
51.593,0.074015436,0,0
51.605,0.077181872,0,0
51.617,0.077181872,0,0
51.63,0.080348308,0,0
51.641,0.082525233,0,0
51.654,0.085295864,0,0
51.665,0.085097962,0,0
51.678,0.087868593,0.192876712,0
51.69,0.090045518,0.192876712,0
51.701,0.091430833,0.203561644,0
51.713,0.094993073,0.203561644,0
51.725,0.100138532,0.24739726,0
51.737,0.100336434,0.24739726,0
51.749,0.098357411,0.264109589,0
51.761,0.098357411,0.264109589,0
51.773,0.100930141,0.293150685,0
51.785,0.106867208,0.293150685,0
51.797,0.109439937,0.30739726,0
51.81,0.11418959,0.30739726,0
51.824,0.117751831,0.316712329,0
51.834,0.118345537,0.316712329,0
51.846,0.119730853,0.32739726,0
51.859,0.120918266,0.32739726,0
51.87,0.121907778,0.330958904,0
51.882,0.124480507,0.330958904,0
51.894,0.127646942,0.33260274,0
51.906,0.129823867,0.33260274,0
51.918,0.132792401,0.337260274,0
51.93,0.133979814,0.337260274,0
51.942,0.136552543,0.339178082,0
51.954,0.139125272,0.339178082,0
51.966,0.141302197,0.336164384,0
51.978,0.143083317,0.336164384,0
51.99,0.144864437,0.341917808,0
52.004,0.148426677,0.340273973,0
52.015,0.150801504,0.340273973,0
52.027,0.151791015,0.346849315,0
52.039,0.15396794,0.346849315,0
52.051,0.157728082,0.356164384,0
52.063,0.159905007,0.356164384,0
52.075,0.163071443,0.359726027,0
52.087,0.164258856,0.359726027,0
52.099,0.166633683,0.373150685,0
52.111,0.170195923,0.373150685,0
52.124,0.171581239,0.385753425,0
52.135,0.172768652,0.385753425,0
52.147,0.175539284,0.403013699,0
52.159,0.179497328,0.403013699,0
52.172,0.181278448,0.421917808,0
52.183,0.185236493,0.421917808,0
52.196,0.188600831,0.436986301,0
52.207,0.18939244,0.436986301,0
52.219,0.190184049,0.457808219,0
52.232,0.191965169,0.457808219,0
52.244,0.195923214,0.481643836,0
52.256,0.198298041,0.481643836,0
52.268,0.200672868,0.492876712,0
52.28,0.203443499,0.492876712,0
52.292,0.205224619,0.511506849,0
52.304,0.208193153,0.511506849,0
52.316,0.210567979,0.53369863,0
52.328,0.214328122,0.53369863,0
52.34,0.214526024,0.554520548,0
52.352,0.217890362,0.554520548,0
52.364,0.220265189,0.572876712,0
52.376,0.223233723,0.572876712,0
52.388,0.22481694,0.589041096,0
52.4,0.227191767,0.589041096,0
52.412,0.229368692,0.60630137,0
52.424,0.231347714,0.60630137,0
52.437,0.234712052,0.621369863,0
52.449,0.237482684,0.621369863,0
52.461,0.239263804,0.630410959,0
52.473,0.241044924,0.630410959,0
52.486,0.243815555,0.646027397,0
52.498,0.244805066,0.658630137,0
52.509,0.245794577,0.658630137,0
52.521,0.250346329,0.658630137,0
52.534,0.25311696,0.669863014,0
52.545,0.255293885,0.685479452,0
52.557,0.2566792,0.685479452,0
52.569,0.259054027,0.696164384,0
52.581,0.261626756,0.696164384,0
52.593,0.264397388,0.710410959,0
52.605,0.265782703,0.710410959,0
52.617,0.268553335,0.725205479,0
52.629,0.271521868,0.725205479,0
52.641,0.275084108,0.734520548,0
52.653,0.276469424,0.734520548,0
52.666,0.280031664,0.743561644,0
52.678,0.280031664,0.743561644,0
52.69,0.2831981,0.759452055,0
52.702,0.285177123,0.759452055,0
52.714,0.287749852,0.77260274,0
52.727,0.290520483,0.77260274,0
52.738,0.293291114,0.785479452,0
52.75,0.294874332,0.785479452,0
52.762,0.29823867,0.800821918,0
52.774,0.301603008,0.800821918,0
52.786,0.301405106,0.81260274,0
52.798,0.304175737,0.81260274,0
52.81,0.307737977,0.823835616,0
52.823,0.309914902,0.823835616,0
52.834,0.31149812,0.833150685,0
52.846,0.313675045,0.833150685,0
52.858,0.318028894,0.848219178,0
52.87,0.320601623,0.848219178,0
52.882,0.322184841,0.859452055,0
52.895,0.324361765,0.859452055,0
52.907,0.324559668,0.86739726,0
52.919,0.327528201,0.86739726,0
52.931,0.330298832,0.874246575,0
52.943,0.330892539,0.874246575,0
52.955,0.33366317,0.87890411,0
52.967,0.336235899,0.87890411,0
52.979,0.337423313,0.885479452,0
52.992,0.341777162,0.889589041,0
53.003,0.344151989,0.889589041,0
53.015,0.343756184,0.889589041,0
53.027,0.346131011,0.890958904,0
53.039,0.348505838,0.890958904,0
53.052,0.35048486,0.893150685,0
53.063,0.35305759,0.898082192,0
53.075,0.35483871,0.898082192,0
53.087,0.356421928,0.903013699,0
53.099,0.359984168,0.903013699,0
53.111,0.362952701,0.904931507,0
53.124,0.36374431,0.904931507,0
53.136,0.365327528,0.905479452,0
53.147,0.368889768,0.905479452,0
53.161,0.369285573,0.911232877,0
53.172,0.372056204,0.911232877,0
53.184,0.375420542,0.91369863,0
53.196,0.377201662,0.91369863,0
53.208,0.378586978,0.915068493,0
53.22,0.381357609,0.915068493,0
53.232,0.384326143,0.917534247,0
53.244,0.385909361,0.917534247,0
53.256,0.387096774,0.917534247,0
53.268,0.389669503,0.917534247,0
53.28,0.389867406,0.92,0
53.292,0.39382545,0.92,0
53.304,0.396991886,0.921369863,0
53.316,0.398575104,0.921369863,0
53.328,0.398179299,0.924109589,0
53.34,0.400554126,0.924109589,0
53.352,0.40352266,0.922739726,0
53.364,0.404512171,0.922739726,0
53.377,0.4070849,0.920821918,0
53.389,0.4070849,0.920821918,0
53.401,0.408668118,0.921369863,0
53.413,0.410251336,0.921369863,0
53.425,0.414605185,0.922191781,0
53.437,0.414407283,0.922191781,0
53.449,0.417573719,0.92,0
53.462,0.420938057,0.92,0
53.473,0.420542252,0.922739726,0
53.485,0.424302395,0.922739726,0
53.497,0.42568771,0.919452055,0
53.509,0.427073026,0.919452055,0
53.522,0.428458342,0.923287671,0
53.533,0.432416386,0.923287671,0
53.545,0.433207995,0.921369863,0
53.557,0.436968138,0.921369863,0
53.571,0.438551356,0.922191781,0
53.581,0.439145062,0.922191781,0
53.594,0.438551356,0.922191781,0
53.606,0.44072828,0.919452055,0
53.618,0.443894716,0.919452055,0
53.63,0.448050663,0.922739726,0
53.642,0.44686325,0.922739726,0
53.654,0.446071641,0.92,0
53.666,0.45042549,0.92,0
53.678,0.454977241,0.921369863,0
53.69,0.452800317,0.921369863,0
53.702,0.453789828,0.920821918,0
53.714,0.45933109,0.920821918,0
53.727,0.459133188,0.921369863,0
53.738,0.461508015,0.921369863,0
53.75,0.461705917,0.920821918,0
53.762,0.464080744,0.920821918,0
53.774,0.465663962,0.922191781,0
53.786,0.467445082,0.922191781,0
53.798,0.468830398,0.919452055,0
53.811,0.471601029,0.919452055,0
53.822,0.472392638,0.922191781,0
53.835,0.475954878,0.922191781,0
53.847,0.474767465,0.92,0
53.859,0.478329705,0.92,0
53.871,0.480308727,0.916164384,0
53.883,0.479319216,0.916164384,0
53.895,0.479121314,0.91369863,0
53.907,0.482881457,0.91369863,0
53.919,0.483673066,0.906849315,0
53.931,0.485652088,0.906849315,0
53.943,0.484266772,0.903013699,0
53.955,0.48763111,0.903013699,0
53.967,0.488224817,0.896164384,0
53.979,0.489016426,0.896164384,0
53.991,0.489808035,0.887123288,0
54.004,0.491787057,0.887123288,0
54.015,0.491589155,0.881369863,0
54.028,0.493568177,0.881369863,0
54.039,0.4955472,0.87260274,0
54.051,0.497724124,0.87260274,0
54.063,0.498911538,0.86630137,0
54.076,0.497922027,0.859452055,0
54.088,0.501484267,0.859452055,0
54.1,0.502473778,0.850958904,0
54.112,0.501682169,0.850958904,0
54.124,0.504056996,0.842739726,0
54.136,0.506431823,0.842739726,0
54.148,0.506431823,0.838630137,0
54.16,0.504056996,0.838630137,0
54.172,0.509202454,0.830136986,0
54.184,0.51058777,0.830136986,0
54.196,0.510983574,0.820273973,0
54.208,0.509004552,0.820273973,0
54.221,0.510389867,0.811506849,0
54.232,0.513952108,0.811506849,0
54.244,0.517118543,0.805205479,0
54.256,0.512764694,0.805205479,0
54.268,0.516326934,0.797260274,0
54.28,0.513754205,0.797260274,0
54.292,0.516722739,0.789315068,0
54.304,0.520087077,0.789315068,0
54.317,0.519691273,0.783013699,0
54.329,0.521076588,0.783013699,0
54.341,0.521868197,0.77890411,0
54.353,0.520680784,0.77890411,0
54.366,0.523649317,0.770136986,0
54.377,0.525430437,0.770136986,0
54.389,0.527013655,0.767671233,0
54.401,0.527211557,0.767671233,0
54.414,0.525034633,0.760547945,0
54.425,0.530575896,0.760547945,0
54.437,0.531565407,0.754246575,0
54.449,0.531169602,0.754246575,0
54.461,0.540075203,0.745753425,0
54.473,0.528003166,0.745753425,0
54.485,0.528201069,0.735342466,0
54.497,0.534138136,0.735342466,0
54.51,0.531565407,0.724109589,0
54.522,0.537304572,0.724109589,0
54.534,0.532357016,0.713150685,0
54.546,0.53453394,0.713150685,0
54.558,0.537106669,0.7,0
54.57,0.534929745,0.7,0
54.582,0.538491985,0.684383562,0
54.594,0.537304572,0.684383562,0
54.606,0.537106669,0.668493151,0
54.618,0.535919256,0.668493151,0
54.631,0.540075203,0.654520548,0
54.642,0.540471007,0.634794521,0
54.654,0.542845834,0.634794521,0
54.666,0.537106669,0.618356164,0
54.679,0.53809618,0.618356164,0
54.691,0.542845834,0.601917808,0
54.702,0.541658421,0.601917808,0
54.714,0.536512963,0.585205479,0
54.726,0.539877301,0.585205479,0
54.738,0.54601227,0.565479452,0
54.751,0.542054225,0.565479452,0
54.762,0.537502474,0.553972603,0
54.775,0.542252127,0.553972603,0
54.787,0.545220661,0.533972603,0
54.799,0.541856323,0.533972603,0
54.811,0.540075203,0.520821918,0
54.823,0.543835345,0.520821918,0
54.835,0.543637443,0.511506849,0
54.847,0.541460519,0.511506849,0
54.859,0.546210172,0.500273973,0
54.871,0.540471007,0.500273973,0
54.883,0.546803879,0.495616438,0
54.895,0.543637443,0.495616438,0
54.907,0.548980803,0.493150685,0
54.919,0.54601227,0.493150685,0
54.931,0.547397586,0.486849315,0
54.943,0.547397586,0.486849315,0
54.955,0.543241639,0.479178082,0
54.967,0.544824857,0.479178082,0
54.979,0.543439541,0.471506849,0
54.992,0.546803879,0.471506849,0
55.004,0.547001781,0.463013699,0
55.016,0.544824857,0.463013699,0
55.027,0.545220661,0.45369863,0
55.04,0.547595488,0.45369863,0
55.052,0.545220661,0.443287671,0
55.064,0.549376608,0.443287671,0
55.076,0.547991292,0.435342466,0
55.088,0.546210172,0.435342466,0
55.1,0.549970315,0.430958904,0
55.112,0.547595488,0.430958904,0
55.124,0.548189195,0.421369863,0
55.136,0.54779339,0.421369863,0
55.149,0.54601227,0.411780822,0
55.161,0.548189195,0.407671233,0
55.172,0.544626954,0.407671233,0
55.185,0.547397586,0.409589041,0
55.197,0.548584999,0.409589041,0
55.209,0.54957451,0.408493151,0
55.22,0.552543044,0.408493151,0
55.234,0.541460519,0.408219178,0
55.245,0.547001781,0.408219178,0
55.257,0.550564021,0.407671233,0
55.269,0.548584999,0.407671233,0
55.282,0.551157728,0.397534247,0
55.293,0.542054225,0.397534247,0
55.305,0.550366119,0.390684932,0
55.317,0.550564021,0.390684932,0
55.329,0.550366119,0.387671233,0
55.341,0.545418563,0.387671233,0
55.353,0.547595488,0.383287671,0
55.365,0.548189195,0.383287671,0
55.377,0.546803879,0.375890411,0
55.389,0.548189195,0.375890411,0
55.401,0.552740946,0.368493151,0
55.413,0.548189195,0.368493151,0
55.425,0.549376608,0.361643836,0
55.437,0.548189195,0.361643836,0
55.449,0.549178706,0.352876712,0
55.461,0.546210172,0.352876712,0
55.474,0.544626954,0.346575342,0
55.486,0.548980803,0.346575342,0
55.499,0.545418563,0.334520548,0
55.511,0.545418563,0.334520548,0
55.523,0.545616465,0.323835616,0
55.535,0.545814368,0.323835616,0
55.547,0.544429052,0.313150685,0
55.56,0.543439541,0.313150685,0
55.572,0.547397586,0.298082192,0
55.584,0.544033248,0.298082192,0
55.596,0.546408074,0.28739726,0
55.609,0.545220661,0.273150685,0
55.621,0.543043736,0.273150685,0
55.633,0.546210172,0.258082192,0
55.646,0.542647932,0.258082192,0
55.658,0.545022759,0.249589041,0
55.67,0.541460519,0.249589041,0
55.683,0.543439541,0.236986301,0
55.695,0.542054225,0.236986301,0
55.707,0.54066891,0.223013699,0
55.719,0.539481496,0.223013699,0
55.732,0.540273105,0.208767123,0
55.744,0.537700376,0.208767123,0
55.756,0.53631506,0.197808219,0
55.768,0.536710865,0.197808219,0
55.781,0.537898278,0.179452055,0
55.793,0.535919256,0.179452055,0
55.805,0.534336038,0.164383562,0
55.817,0.539481496,0.164383562,0
55.829,0.535325549,0.14630137,0
55.842,0.532357016,0.14630137,0
55.854,0.536512963,0.136164384,0
55.866,0.532159113,0.136164384,0
55.878,0.535721354,0.125205479,0
55.891,0.535721354,0.110958904,0
55.903,0.534929745,0.110958904,0
55.915,0.52919058,0.091780822,0
55.928,0.530377993,0.091780822,0
55.94,0.532554918,0.091780822,0
55.953,0.53809618,0.091780822,0
55.965,0.528992678,0.091780822,0
55.978,0.525034633,0.091780822,0
55.989,0.522857708,0.065753425,0
56.002,0.531169602,0.065753425,0
56.014,0.523649317,0.065753425,0
56.026,0.527805264,0.065753425,0
56.038,0.529586384,0.065753425,0
56.051,0.526815753,0.065753425,0
56.063,0.524638828,0.065753425,0
56.076,0.522659806,0.065753425,0
56.087,0.526222046,0.065753425,0
56.1,0.523847219,0.065753425,0
56.112,0.520482881,0.065753425,0
56.124,0.522066099,0.065753425,0
56.136,0.522857708,0.065753425,0
56.149,0.520680784,0.065753425,0
56.161,0.519889175,0.065753425,0
56.174,0.519691273,0.065753425,0
56.186,0.520087077,0.065753425,0
56.198,0.520284979,0.065753425,0
56.21,0.516326934,0.065753425,0
56.222,0.51771225,0,0
56.234,0.518108055,0,0
56.247,0.517514348,0,0
56.259,0.513754205,0,0
56.271,0.512962596,0,0
56.284,0.514743717,0,0
56.296,0.512566792,0,0
56.308,0.515139521,0,0
56.32,0.520087077,0,0
56.333,0.509400356,0,0
56.345,0.50880665,0,0
56.357,0.510191965,0,0
56.369,0.506629725,0,0
56.382,0.509004552,0,0
56.394,0.513556303,0,0
56.406,0.511775183,0,0
56.418,0.507025529,0,0
56.431,0.505244409,0,0
56.443,0.503859094,0,0
56.455,0.507817138,0,0
56.467,0.502869582,0,0
56.48,0.504056996,0,0
56.492,0.502275876,0,0
56.504,0.502275876,0,0
56.517,0.503661191,0,0
56.529,0.501484267,0,0
56.541,0.499901049,0,0
56.553,0.499505244,0,0
56.566,0.498713635,0,0
56.578,0.495151395,0,0
56.591,0.494953493,0,0
56.603,0.49376608,0,0
56.615,0.495349297,0,0
56.627,0.493172373,0,0
56.639,0.482683554,0,0
56.652,0.487829012,0,0
56.664,0.489016426,0,0
56.677,0.492776568,0,0
56.688,0.490401742,0,0
56.701,0.482485652,0,0
56.713,0.48584999,0,0
56.725,0.484662577,0,0
56.738,0.482089848,0,0
56.75,0.483079359,0,0
56.762,0.480308727,0,0
56.775,0.478329705,0,0
56.787,0.476944389,0,0
56.799,0.475756976,0,0
56.811,0.474569563,0,0
56.824,0.473184247,0,0
56.836,0.471403127,0,0
56.848,0.473975856,0,0
56.861,0.473975856,0,0
56.873,0.472392638,0,0
56.886,0.465861864,0,0
56.898,0.460122699,0,0
56.91,0.464080744,0,0
56.922,0.463882842,0,0
56.935,0.459528993,0,0
56.947,0.458341579,0,0
56.959,0.460914308,0,0
56.971,0.461508015,0,0
56.984,0.455966752,0,0
56.996,0.455175143,0,0
57.008,0.454383535,0,0
57.02,0.45398773,0,0
57.033,0.453789828,0,0
57.045,0.451612903,0,0
57.057,0.449238076,0,0
57.069,0.449435979,0,0.020833333
57.082,0.44686325,0,0.020833333
57.094,0.447259054,0,0.020833333
57.106,0.443894716,0,0.020833333
57.119,0.44429052,0,0.020833333
57.131,0.441915694,0,0.020833333
57.143,0.438749258,0,0.020833333
57.156,0.438155551,0,0.020833333
57.168,0.437759747,0,0.020833333
57.18,0.436572333,0,0.020833333
57.193,0.436176529,0,0.020833333
57.206,0.43182268,0,0.020833333
57.218,0.431624777,0,0.020833333
57.231,0.432614289,0,0.020833333
57.242,0.427666733,0,0.020833333
57.254,0.424896101,0,0.020833333
57.267,0.425291906,0,0.020833333
57.28,0.426281417,0,0.020833333
57.291,0.420740154,0,0.020833333
57.304,0.419156936,0,0.020833333
57.316,0.417177914,0,0.020833333
57.328,0.418761132,0,0.020833333
57.34,0.414407283,0,0.020833333
57.352,0.412824065,0,0.020833333
57.365,0.41242826,0,0.020833333
57.377,0.411636651,0,0.020833333
57.389,0.409459727,0,0.020833333
57.401,0.407678607,0,0.020833333
57.414,0.404710073,0,0.020833333
57.426,0.405897487,0,0.020833333
57.438,0.403918464,0,0.020833333
57.451,0.401543637,0,0.020833333
57.463,0.398377202,0,0.020833333
57.476,0.398179299,0,0.020833333
57.488,0.398377202,0,0.020833333
57.5,0.398773006,0,0.020833333
57.512,0.393231744,0,0.020833333
57.525,0.392242232,0,0.020833333
57.537,0.390659014,0,0.020833333
57.549,0.390065308,0,0.020833333
57.561,0.388679992,0,0.020833333
57.574,0.385711459,0,0.041666667
57.586,0.386898872,0,0.041666667
57.598,0.384128241,0,0.041666667
57.61,0.381357609,0,0.041666667
57.623,0.380170196,0,0.041666667
57.635,0.37878488,0,0.041666667
57.647,0.374431031,0,0.041666667
57.659,0.376212151,0,0.041666667
57.672,0.373837324,0,0.041666667
57.684,0.372649911,0,0.041666667
57.696,0.370077182,0,0.041666667
57.708,0.363348506,0,0.041666667
57.721,0.367504453,0,0.041666667
57.733,0.364535919,0,0.041666667
57.746,0.36374431,0,0.041666667
57.758,0.360973679,0,0.041666667
57.771,0.358994657,0,0.041666667
57.783,0.359588363,0,0.041666667
57.795,0.355828221,0,0.041666667
57.807,0.351672274,0,0.041666667
57.82,0.355630319,0,0.041666667
57.832,0.351078567,0,0.041666667
57.845,0.346328914,0,0.041666667
57.856,0.350286958,0,0.041666667
57.869,0.35305759,0,0.041666667
57.882,0.344547793,0,0.041666667
57.893,0.341975064,0,0.041666667
57.905,0.3451415,0,0.041666667
57.918,0.345735207,0,0.041666667
57.93,0.342964575,0,0.041666667
57.942,0.336631704,0,0.041666667
57.954,0.335246388,0,0.041666667
57.967,0.336235899,0,0.041666667
57.979,0.33366317,0,0.041666667
57.991,0.333069464,0,0.041666667
58.003,0.326736592,0,0.041666667
58.016,0.324559668,0,0.041666667
58.028,0.326934494,0,0.041666667
58.04,0.324559668,0,0.041666667
58.052,0.323174352,0,0.041666667
58.065,0.322580645,0,0.041666667
58.077,0.319414209,0,0.041666667
58.089,0.316643578,0,0.020833333
58.102,0.315851969,0,0.020833333
58.114,0.312685533,0,0.020833333
58.127,0.313477142,0,0.020833333
58.139,0.308925391,0,0.020833333
58.151,0.309123293,0,0.020833333
58.163,0.307540075,0,0.020833333
58.175,0.30615476,0,0.020833333
58.187,0.307144271,0,0.020833333
58.2,0.301603008,0,0.020833333
58.212,0.302196715,0,0.020833333
58.224,0.299623986,0,0.020833333
58.237,0.300415595,0,0.020833333
58.249,0.299228181,0,0.020833333
58.261,0.296853354,0,0.020833333
58.273,0.294874332,0,0.020833333
58.286,0.296061745,0,0.020833333
58.298,0.293489016,0,0.020833333
58.31,0.292697407,0,0.020833333
58.322,0.295863843,0,0.020833333
58.335,0.292301603,0,0.020833333
58.347,0.29111419,0,0.020833333
58.359,0.289135167,0,0.020833333
58.371,0.288739363,0,0.020833333
58.384,0.289333069,0,0.020833333
58.396,0.289926776,0,0.020833333
58.408,0.28676034,0,0.020833333
58.42,0.289135167,0,0.020833333
58.432,0.288739363,0,0.020833333
58.444,0.286562438,0,0.020833333
58.456,0.285177123,0,0.020833333
58.468,0.286562438,0,0.020833333
58.481,0.288343558,0,0.020833333
58.492,0.288937265,0,0.020833333
58.504,0.285572927,0,0.020833333
58.516,0.283989709,0,0.020833333
58.529,0.284187611,0,0.020833333
58.542,0.285177123,0,0.020833333
58.552,0.286562438,0,0.020833333
58.566,0.281614882,0,0.020833333
58.577,0.283593905,0,0.020833333
58.589,0.282010687,0,0
58.601,0.283000198,0,0
58.614,0.282010687,0,0
58.625,0.283989709,0,0
58.637,0.280229567,0,0
58.649,0.284385514,0,0
58.662,0.28676034,0,0
58.674,0.285770829,0,0
58.686,0.280823273,0,0
58.698,0.281021176,0,0
58.71,0.283791807,0,0
58.722,0.2831981,0,0
58.734,0.28141698,0,0
58.746,0.281219078,0,0
58.759,0.283396002,0,0
58.77,0.282604393,0,0
58.782,0.282208589,0,0
58.794,0.27963586,0,0
58.807,0.28141698,0,0
58.819,0.28141698,0,0
58.831,0.279437958,0,0
58.843,0.281614882,0,0
58.855,0.280823273,0,0
58.867,0.28141698,0,0
58.879,0.27963586,0,0
58.891,0.285177123,0,0
58.903,0.287551949,0,0
58.915,0.289333069,0,0
58.927,0.285968731,0,0
58.939,0.286562438,0,0
58.951,0.283593905,0,0
58.963,0.28497922,0,0
58.975,0.285968731,0,0
58.991,0.286958243,0,0
58.999,0.287749852,0,0
59.011,0.285968731,0,0
59.023,0.291312092,0,0
59.035,0.29645755,0.227945205,0
59.048,0.29289531,0.247123288,0
59.06,0.289333069,0.247123288,0
59.072,0.288343558,0.260821918,0
59.084,0.293489016,0.260821918,0
59.096,0.297249159,0.272876712,0
59.108,0.293884821,0.272876712,0
59.12,0.292103701,0.283835616,0
59.132,0.294478528,0.283835616,0
59.144,0.296655452,0.3,0
59.156,0.297447061,0.3,0
59.168,0.298634475,0.312328767,0
59.18,0.299426084,0.312328767,0
59.193,0.297249159,0.316438356,0
59.204,0.299030279,0.316438356,0
59.216,0.30180091,0.331506849,0
59.229,0.302790422,0.331506849,0
59.241,0.303384128,0.338356164,0
59.253,0.303977835,0.338356164,0
59.264,0.305561053,0.34739726,0
59.277,0.305561053,0.34739726,0
59.289,0.308727489,0.354520548,0
59.301,0.309717,0.354520548,0
59.313,0.312883436,0.359452055,0
59.325,0.314268751,0.359452055,0
59.337,0.306946368,0.369863014,0
59.349,0.31327924,0.369863014,0
59.361,0.319018405,0.37890411,0
59.373,0.316643578,0.37890411,0
59.385,0.315654067,0.388493151,0
59.397,0.316445676,0.388493151,0
59.409,0.320601623,0.403287671,0
59.421,0.320799525,0.403287671,0
59.433,0.321789036,0.414246575,0
59.445,0.324955472,0.414246575,0
59.458,0.323570156,0.428493151,0
59.47,0.323174352,0.428493151,0
59.482,0.327924006,0.445753425,0
59.494,0.325153374,0.445753425,0
59.506,0.329111419,0.464657534,0
59.518,0.331486246,0.464657534,0
59.53,0.329309321,0.477260274,0
