time,brake,rpm,speed,throttle
49.325,0.75862069,0.369052912,0,0.033898305
49.334,0.75862069,0.369052912,0,0.033898305
49.346,0.75862069,0.370386839,0,0.033898305
49.361,0.75862069,0.370386839,0,0.033898305
49.379,0.75862069,0.370831481,0,0.033898305
49.383,0.75862069,0.370831481,0,0.033898305
49.392,0.75862069,0.369052912,0,0.033898305
49.405,0.75862069,0.36860827,0,0.033898305
49.416,0.75862069,0.36860827,0,0.033898305
49.43,0.75862069,0.369719876,0,0.033898305
49.441,0.75862069,0.369719876,0,0.033898305
49.453,0.75862069,0.369275233,0,0.033898305
49.465,0.75862069,0.369275233,0,0.033898305
49.477,0.75862069,0.366162739,0,0.033898305
49.489,0.75862069,0.366162739,0,0.033898305
49.501,0.75862069,0.367718986,0,0.033898305
49.513,0.75862069,0.367718986,0,0.033898305
49.525,0.75862069,0.369719876,0,0.033898305
49.537,0.75862069,0.369719876,0,0.033898305
49.55,0.75862069,0.367941307,0,0.033898305
49.561,0.75862069,0.367941307,0,0.033898305
49.573,0.75862069,0.367941307,0,0.033898305
49.585,0.75862069,0.367941307,0,0.033898305
49.597,0.75862069,0.369719876,0,0.033898305
49.609,0.75862069,0.369719876,0,0.033898305
49.621,0.75862069,0.369719876,0,0.033898305
49.633,0.75862069,0.369719876,0,0.033898305
49.646,0.75862069,0.369719876,0,0.033898305
49.658,0.75862069,0.369719876,0,0.033898305
49.67,0.75862069,0.369497554,0,0.033898305
49.682,0.75862069,0.369497554,0,0.033898305
49.694,0.75862069,0.370386839,0,0.033898305
49.706,0.75862069,0.370386839,0,0.033898305
49.718,0.75862069,0.371276123,0,0.033898305
49.73,0.75862069,0.371276123,0,0.033898305
49.742,0.75862069,0.371720765,0,0.033898305
49.754,0.75862069,0.371720765,0,0.033898305
49.766,0.75862069,0.371276123,0,0.033898305
49.778,0.75862069,0.371276123,0,0.033898305
49.79,0.75862069,0.371498444,0,0.033898305
49.802,0.75862069,0.371498444,0,0.033898305
49.814,0.75862069,0.37283237,0,0.033898305
49.826,0.75862069,0.37283237,0,0.033898305
49.838,0.75862069,0.371943086,0,0.033898305
49.85,0.75862069,0.371943086,0,0.033898305
49.862,0.75862069,0.370386839,0,0.033898305
49.875,0.75862069,0.371276123,0,0.033898305
49.887,0.75862069,0.371276123,0,0.033898305
49.899,0.75862069,0.371276123,0,0.033898305
49.921,0.75862069,0.372165407,0,0.033898305
49.931,0.75862069,0.372165407,0,0.033898305
49.945,0.75862069,0.370831481,0,0.033898305
49.951,0.75862069,0.370831481,0,0.033898305
49.959,0.75862069,0.369275233,0,0.033898305
49.973,0.75862069,0.371276123,0,0.033898305
49.984,0.75862069,0.371276123,0,0.033898305
49.995,0.75862069,0.372165407,0,0.033898305
50.007,0.75862069,0.372165407,0,0.033898305
50.019,0.75862069,0.37060916,0,0.033898305
50.031,0.75862069,0.37060916,0,0.033898305
50.044,0.75862069,0.372165407,0,0.033898305
50.055,0.75862069,0.372165407,0,0.033898305
50.067,0.75862069,0.371498444,0,0.033898305
50.08,0.75862069,0.371498444,0,0.033898305
50.092,0.75862069,0.37283237,0,0.033898305
50.104,0.75862069,0.37283237,0,0.033898305
50.116,0.75862069,0.370831481,0,0.033898305
50.128,0.75862069,0.370831481,0,0.033898305
50.14,0.75862069,0.371276123,0,0.033898305
50.152,0.75862069,0.371276123,0,0.033898305
50.164,0.75862069,0.373277012,0,0.033898305
50.176,0.75862069,0.373277012,0,0.033898305
50.188,0.75862069,0.371943086,0,0.033898305
50.2,0.75862069,0.371943086,0,0.033898305
50.212,0.75862069,0.371498444,0,0.033898305
50.224,0.75862069,0.371498444,0,0.033898305
50.236,0.75862069,0.371943086,0,0.033898305
50.248,0.75862069,0.371943086,0,0.033898305
50.263,0.75862069,0.372387728,0,0.033898305
50.273,0.75862069,0.372387728,0,0.033898305
50.284,0.75862069,0.369942197,0,0.033898305
50.296,0.75862069,0.369942197,0,0.033898305
50.309,0.75862069,0.37060916,0,0.033898305
50.321,0.75862069,0.37060916,0,0.033898305
50.333,0.75862069,0.371498444,0,0.033898305
50.345,0.75862069,0.371498444,0,0.033898305
50.357,0.75862069,0.371053802,0,0.033898305
50.369,0.75862069,0.371053802,0,0.033898305
50.381,0.75862069,0.370831481,0,0.033898305
50.394,0.75862069,0.370831481,0,0.033898305
50.405,0.75862069,0.37060916,0,0.033898305
50.418,0.75862069,0.371498444,0,0.033898305
50.429,0.75862069,0.371498444,0,0.033898305
50.442,0.75862069,0.37060916,0,0.033898305
50.453,0.75862069,0.37060916,0,0.033898305
50.465,0.75862069,0.370386839,0,0.033898305
50.477,0.75862069,0.370386839,0,0.033898305
50.489,0.75862069,0.369497554,0,0.033898305
50.501,0.75862069,0.369497554,0,0.033898305
50.513,0.75862069,0.369052912,0,0.033898305
50.525,0.75862069,0.369052912,0,0.033898305
50.538,0.75862069,0.370164518,0,0.033898305
50.55,0.75862069,0.370164518,0,0.033898305
50.562,0.75862069,0.369719876,0,0.033898305
50.574,0.75862069,0.369719876,0,0.033898305
50.587,0.75862069,0.367496665,0,0.033898305
50.598,0.75862069,0.367496665,0,0.033898305
50.611,0.75862069,0.369052912,0,0.033898305
50.623,0.75862069,0.369052912,0,0.033898305
50.635,0.724137931,0.369719876,0,0.033898305
50.646,0.724137931,0.369719876,0,0.033898305
50.658,0.724137931,0.367718986,0,0.033898305
50.67,0.724137931,0.367718986,0,0.033898305
50.682,0.724137931,0.367052023,0,0.033898305
50.694,0.724137931,0.367052023,0,0.033898305
50.707,0.724137931,0.367941307,0,0.033898305
50.718,0.724137931,0.367941307,0,0.033898305
50.731,0.724137931,0.368830591,0,0.033898305
50.743,0.724137931,0.368830591,0,0.033898305
50.755,0.724137931,0.367052023,0,0.033898305
50.767,0.724137931,0.367052023,0,0.033898305
50.779,0.724137931,0.367941307,0,0.033898305
50.791,0.724137931,0.367941307,0,0.033898305
50.803,0.724137931,0.369497554,0,0.033898305
50.815,0.724137931,0.369497554,0,0.033898305
50.827,0.724137931,0.369052912,0,0.033898305
50.839,0.724137931,0.369052912,0,0.033898305
50.851,0.724137931,0.37060916,0,0.033898305
50.863,0.724137931,0.37060916,0,0.033898305
50.875,0.724137931,0.37060916,0,0.033898305
50.888,0.724137931,0.37060916,0,0.033898305
50.9,0.724137931,0.371276123,0,0.033898305
50.912,0.724137931,0.371498444,0,0.033898305
50.924,0.724137931,0.371498444,0,0.033898305
50.936,0.724137931,0.371498444,0,0.033898305
50.948,0.724137931,0.371498444,0,0.033898305
50.96,0.724137931,0.372387728,0,0.033898305
50.972,0.724137931,0.372387728,0,0.033898305
50.984,0.724137931,0.373054691,0,0.033898305
50.996,0.724137931,0.373054691,0,0.033898305
51.008,0.724137931,0.37283237,0,0.033898305
51.021,0.724137931,0.37283237,0,0.033898305
51.033,0.724137931,0.37283237,0,0.033898305
51.045,0.724137931,0.37283237,0,0.033898305
51.057,0.724137931,0.373721654,0,0.033898305
51.069,0.724137931,0.373721654,0,0.033898305
51.081,0.724137931,0.371943086,0,0.033898305
51.093,0.724137931,0.371943086,0,0.033898305
51.105,0.724137931,0.372387728,0,0.033898305
51.117,0.724137931,0.372387728,0,0.033898305
51.129,0,0.372387728,0,0.033898305
51.142,0,0.372387728,0,0.033898305
51.153,0,0.369942197,0,0.033898305
51.165,0,0.369942197,0,0.033898305
51.177,0,0.369942197,0,0.033898305
51.189,0,0.369942197,0,0.033898305
51.201,0,0.370831481,0,0.033898305
51.214,0,0.370831481,0,0.033898305
51.226,0,0.370164518,0,0.033898305
51.238,0,0.370164518,0,0.033898305
51.25,0,0.370831481,0,0.033898305
51.262,0,0.370831481,0,0.033898305
51.274,0,0.371053802,0,0.033898305
51.286,0,0.371053802,0,0.033898305
51.298,0,0.370386839,0,0.033898305
51.31,0,0.370386839,0,0.033898305
51.322,0,0.369497554,0,0.033898305
51.334,0,0.369497554,0,0.033898305
51.346,0,0.368830591,0,0.033898305
51.358,0,0.368830591,0,0.033898305
51.37,0,0.371498444,0,0.033898305
51.383,0,0.371498444,0,0.033898305
51.394,0,0.370386839,0,0.033898305
51.407,0,0.369052912,0,0.033898305
51.419,0,0.369052912,0,0.033898305
51.432,0,0.370164518,0,0.033898305
51.442,0,0.370164518,0,0.033898305
51.455,0,0.37060916,0,0.033898305
51.467,0,0.37060916,0,0.033898305
51.479,0,0.370386839,0,0.033898305
51.491,0,0.370386839,0,0.033898305
51.503,0,0.371276123,0,0.033898305
51.515,0,0.371276123,0,0.033898305
51.528,0,0.370386839,0,0.033898305
51.539,0,0.370386839,0,0.033898305
51.551,0,0.371276123,0,0.033898305
51.563,0,0.371276123,0,0.033898305
51.576,0,0.371943086,0,0.033898305
51.587,0,0.371943086,0,0.033898305
51.599,0,0.37060916,0,0.033898305
51.611,0,0.37060916,0,0.033898305
51.623,0,0.37060916,0,0.033898305
51.635,0,0.37060916,0,0.033898305
51.647,0,0.371276123,0,0.033898305
51.66,0,0.371276123,0,0.033898305
51.672,0,0.371053802,0,0.033898305
51.683,0,0.371053802,0,0.033898305
51.696,0,0.37060916,0,0.033898305
51.708,0,0.37060916,0,0.033898305
51.72,0,0.371720765,0,0.033898305
51.732,0,0.371720765,0,0.033898305
51.744,0,0.37283237,0,0.033898305
51.756,0,0.37283237,0,0.033898305
51.768,0,0.373054691,0,0.033898305
51.78,0,0.373054691,0,0.033898305
51.792,0,0.371498444,0,0.033898305
51.804,0,0.371498444,0,0.033898305
51.816,0,0.372387728,0,0.033898305
51.828,0,0.372387728,0,0.033898305
